Title: OGLE-2016-BLG-1003: First Resolved Caustic-crossing Binary-source 
       Event Discovered by Second-generation Microlensing Surveys  
Authors: Jung Y.K., Udalski A., Bond I.A., Yee J.C., Gould A., Han C., 
         Albrow M.D., Lee C.-U., Kim S.-L., Hwang K.-H., Chung S.-J., Ryu Y.-H.,
         Shin I.-G., Zhu W., Cha S.-M., Kim D.-J., Lee Y., Park B.-G., 
         Kim H.-W., Pogge R.W., Skowron J., Szymanski M.K., Poleski R., Mroz P.,
         Kozlowski S., Pietrukowicz P., Soszynski I., Ulaczyk K., Pawlak M., 
         Abe F., Bennett D.P., Barry R., Sumi T., Asakura Y., Bhattacharya A., 
         Donachie M., Fukui A., Hirao Y., Itow Y., Koshimoto N., Li M.C.A., 
         Ling C.H., Masuda K., Matsubara Y., Muraki Y., Nagakane M., 
         Rattenbury N.J., Evans P., Sharan A., Sullivan D.J., Suzuki D., 
         Tristram P.J., Yamada T., Yamada T., Yonehara A.
Figure: Light curve of OGLE-2016-BLG-1003
================================================================================
Byte-by-byte Description of file: dbf1.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1-  4 A4     ---     Obs     Observatory identifier
   6-  6 A1     ---     Filter  Filter used
   8- 18 F11.6  d       HJD     Heliocentric Julian Date; - 2450000
  20- 28 F9.6   mag     mag     Apparent magnitude in Filter
  30- 37 F8.6   mag   e_mag     Uncertainty in mag
--------------------------------------------------------------------------------
OGLE I 7295.576010 19.887000 0.132000 
OGLE I 7299.492210 19.870000 0.149000 
OGLE I 7307.529310 19.480000 0.132000 
OGLE I 7311.531420 19.659000 0.096000 
OGLE I 7317.507500 20.024000 0.205000 
OGLE I 7318.506620 19.834000 0.129000 
OGLE I 7320.506820 19.275000 0.137000 
OGLE I 7424.854320 19.638000 0.074000 
OGLE I 7425.849360 20.105000 0.189000 
OGLE I 7426.848720 19.473000 0.129000 
OGLE I 7427.843220 19.705000 0.118000 
OGLE I 7427.886620 19.883000 0.191000 
OGLE I 7428.838940 19.619000 0.076000 
OGLE I 7428.879050 19.596000 0.078000 
OGLE I 7430.859700 19.903000 0.111000 
OGLE I 7432.837360 19.395000 0.072000 
OGLE I 7434.891440 19.482000 0.099000 
OGLE I 7435.838520 19.635000 0.146000 
OGLE I 7437.830960 19.696000 0.079000 
OGLE I 7437.871110 19.655000 0.072000 
OGLE I 7438.825630 19.687000 0.109000 
OGLE I 7438.864440 19.595000 0.083000 
OGLE I 7439.823670 19.755000 0.150000 
OGLE I 7439.864730 19.581000 0.100000 
OGLE I 7440.863140 19.434000 0.073000 
OGLE I 7441.820280 19.598000 0.131000 
OGLE I 7442.857760 19.488000 0.091000 
OGLE I 7443.812400 20.068000 0.208000 
OGLE I 7444.811120 19.807000 0.145000 
OGLE I 7445.809890 19.582000 0.121000 
OGLE I 7445.847210 19.568000 0.084000 
OGLE I 7446.831580 19.633000 0.075000 
OGLE I 7446.871510 19.578000 0.057000 
OGLE I 7447.843350 19.584000 0.075000 
OGLE I 7447.881130 19.589000 0.077000 
OGLE I 7448.821120 19.506000 0.082000 
OGLE I 7448.863690 19.489000 0.075000 
OGLE I 7451.811040 19.676000 0.095000 
OGLE I 7451.869520 19.566000 0.103000 
OGLE I 7452.796420 19.627000 0.075000 
OGLE I 7452.841590 19.585000 0.056000 
OGLE I 7452.888380 19.577000 0.056000 
OGLE I 7453.808960 19.523000 0.056000 
OGLE I 7453.863040 19.450000 0.050000 
OGLE I 7453.906980 19.694000 0.114000 
OGLE I 7454.888670 19.477000 0.072000 
OGLE I 7455.817000 19.451000 0.068000 
OGLE I 7456.790460 19.719000 0.121000 
OGLE I 7456.837020 19.422000 0.073000 
OGLE I 7456.891630 19.494000 0.072000 
OGLE I 7457.798730 19.405000 0.066000 
OGLE I 7457.848110 19.479000 0.079000 
OGLE I 7457.902850 19.935000 0.125000 
OGLE I 7458.812420 19.716000 0.106000 
OGLE I 7458.867060 19.504000 0.077000 
OGLE I 7460.780620 19.761000 0.106000 
OGLE I 7460.826450 19.615000 0.075000 
OGLE I 7460.882190 19.437000 0.054000 
OGLE I 7461.783940 19.749000 0.071000 
OGLE I 7461.828490 19.535000 0.052000 
OGLE I 7461.892290 19.561000 0.053000 
OGLE I 7462.781650 19.561000 0.081000 
OGLE I 7462.889640 19.565000 0.054000 
OGLE I 7463.889450 19.651000 0.064000 
OGLE I 7465.784500 19.763000 0.091000 
OGLE I 7465.829230 19.476000 0.067000 
OGLE I 7465.883310 19.455000 0.064000 
OGLE I 7466.855130 19.631000 0.071000 
OGLE I 7466.904930 19.519000 0.061000 
OGLE I 7467.874750 19.644000 0.065000 
OGLE I 7470.753940 19.483000 0.135000 
OGLE I 7470.800850 19.425000 0.073000 
OGLE I 7470.845450 19.549000 0.100000 
OGLE I 7470.899690 19.521000 0.066000 
OGLE I 7471.767050 19.794000 0.138000 
OGLE I 7471.811060 19.391000 0.081000 
OGLE I 7471.867980 19.755000 0.103000 
OGLE I 7471.911960 19.382000 0.072000 
OGLE I 7472.776720 19.637000 0.099000 
OGLE I 7472.821430 19.417000 0.072000 
OGLE I 7472.876550 19.785000 0.101000 
OGLE I 7473.749380 19.671000 0.134000 
OGLE I 7474.768340 19.792000 0.129000 
OGLE I 7474.807580 19.386000 0.074000 
OGLE I 7474.845550 19.735000 0.096000 
OGLE I 7475.741580 19.611000 0.153000 
OGLE I 7475.865570 19.368000 0.155000 
OGLE I 7475.907880 19.364000 0.073000 
OGLE I 7484.756370 19.528000 0.085000 
OGLE I 7485.774810 19.368000 0.075000 
OGLE I 7485.880400 19.461000 0.065000 
OGLE I 7486.781250 19.444000 0.079000 
OGLE I 7486.890960 19.409000 0.087000 
OGLE I 7487.774920 19.686000 0.091000 
OGLE I 7487.894990 19.630000 0.084000 
OGLE I 7488.900190 19.560000 0.064000 
OGLE I 7492.776180 19.482000 0.061000 
OGLE I 7493.763790 19.495000 0.061000 
OGLE I 7493.884280 19.536000 0.059000 
OGLE I 7494.745390 19.710000 0.079000 
OGLE I 7494.869800 19.621000 0.062000 
OGLE I 7495.716490 19.444000 0.080000 
OGLE I 7497.858250 19.581000 0.078000 
OGLE I 7498.718140 19.696000 0.110000 
OGLE I 7498.855270 19.569000 0.099000 
OGLE I 7499.708850 19.621000 0.099000 
OGLE I 7507.759300 19.370000 0.069000 
OGLE I 7508.684770 19.642000 0.060000 
OGLE I 7508.698880 19.460000 0.051000 
OGLE I 7508.807740 19.592000 0.050000 
OGLE I 7508.910510 19.459000 0.066000 
OGLE I 7511.755610 19.381000 0.046000 
OGLE I 7511.877140 19.461000 0.064000 
OGLE I 7519.814930 19.565000 0.093000 
OGLE I 7526.651100 19.228000 0.069000 
OGLE I 7526.774960 19.538000 0.080000 
OGLE I 7526.895220 19.618000 0.118000 
OGLE I 7528.886720 19.571000 0.122000 
OGLE I 7530.744940 19.319000 0.079000 
OGLE I 7534.727740 19.112000 0.057000 
OGLE I 7534.841580 19.387000 0.072000 
OGLE I 7536.612510 19.179000 0.078000 
OGLE I 7536.737940 19.171000 0.053000 
OGLE I 7536.838090 19.135000 0.055000 
OGLE I 7546.671400 18.358000 0.031000 
OGLE I 7546.806020 18.476000 0.033000 
OGLE I 7546.904570 18.399000 0.043000 
OGLE I 7547.549130 18.442000 0.043000 
OGLE I 7547.657950 18.497000 0.027000 
OGLE I 7547.799630 18.384000 0.028000 
OGLE I 7548.794590 18.341000 0.024000 
OGLE I 7549.810670 18.389000 0.026000 
OGLE I 7549.908740 18.471000 0.037000 
OGLE I 7550.663580 18.296000 0.040000 
OGLE I 7550.803200 18.340000 0.026000 
OGLE I 7554.564750 18.222000 0.043000 
OGLE I 7555.599700 18.013000 0.023000 
OGLE I 7555.707070 18.025000 0.020000 
OGLE I 7557.648130 17.503000 0.014000 
OGLE I 7557.700920 17.325000 0.014000 
OGLE I 7557.771760 17.291000 0.013000 
OGLE I 7561.519630 19.201000 0.103000 
OGLE I 7561.655620 18.870000 0.059000 
OGLE I 7561.772850 18.999000 0.057000 
OGLE I 7562.533150 18.982000 0.085000 
OGLE I 7566.614560 18.973000 0.076000 
OGLE I 7566.727000 19.011000 0.047000 
OGLE I 7567.534440 19.240000 0.070000 
OGLE I 7567.653720 19.173000 0.052000 
OGLE I 7567.756030 19.179000 0.064000 
OGLE I 7567.854350 19.245000 0.090000 
OGLE I 7568.628450 19.034000 0.052000 
OGLE I 7568.754850 19.026000 0.071000 
OGLE I 7569.523110 19.159000 0.085000 
OGLE I 7569.656420 19.158000 0.052000 
OGLE I 7569.772350 19.347000 0.076000 
OGLE I 7570.596500 19.393000 0.055000 
OGLE I 7570.693990 19.221000 0.063000 
OGLE I 7570.784080 19.237000 0.065000 
OGLE I 7570.845230 19.157000 0.083000 
OGLE I 7573.655470 19.253000 0.057000 
OGLE I 7573.709350 19.161000 0.062000 
OGLE I 7575.537080 19.254000 0.079000 
OGLE I 7575.638930 19.218000 0.063000 
OGLE I 7575.689040 19.303000 0.046000 
OGLE I 7576.505180 19.363000 0.067000 
OGLE I 7576.630570 19.339000 0.042000 
OGLE I 7576.672560 19.464000 0.063000 
OGLE I 7576.711150 19.213000 0.054000 
OGLE I 7576.787620 19.602000 0.093000 
OGLE I 7576.826100 19.452000 0.087000 
OGLE I 7577.544170 19.674000 0.128000 
OGLE I 7577.588280 19.319000 0.062000 
OGLE I 7579.671750 19.583000 0.068000 
OGLE I 7579.725780 19.250000 0.081000 
OGLE I 7579.766380 19.586000 0.081000 
OGLE I 7581.806720 19.475000 0.091000 
OGLE I 7582.657830 19.806000 0.143000 
OGLE I 7582.729910 19.506000 0.082000 
OGLE I 7583.756450 19.607000 0.097000 
OGLE I 7584.539050 19.650000 0.104000 
OGLE I 7584.577730 19.224000 0.083000 
OGLE I 7584.656530 19.548000 0.091000 
OGLE I 7584.694470 19.362000 0.088000 
OGLE I 7584.783140 19.401000 0.088000 
OGLE I 7589.498760 19.954000 0.191000 
OGLE I 7589.627530 19.212000 0.084000 
OGLE I 7589.672440 19.633000 0.135000 
OGLE I 7589.710610 19.248000 0.089000 
OGLE I 7589.795290 19.645000 0.153000 
OGLE I 7590.509770 19.493000 0.081000 
OGLE I 7590.547540 19.463000 0.069000 
OGLE I 7590.586050 19.617000 0.074000 
OGLE I 7590.629180 19.544000 0.078000 
OGLE I 7590.670150 19.492000 0.082000 
OGLE I 7591.504760 19.798000 0.110000 
OGLE I 7593.579280 19.398000 0.062000 
OGLE I 7593.663430 19.588000 0.069000 
OGLE I 7593.700600 19.636000 0.073000 
OGLE I 7593.739280 19.389000 0.059000 
OGLE I 7595.709450 19.379000 0.112000 
OGLE I 7596.505620 19.582000 0.067000 
OGLE I 7596.555080 19.459000 0.047000 
OGLE I 7597.584460 19.405000 0.068000 
OGLE I 7599.593200 19.393000 0.089000 
OGLE I 7599.636090 19.650000 0.098000 
OGLE I 7599.717000 19.651000 0.100000 
OGLE I 7599.758660 19.464000 0.080000 
OGLE I 7600.520170 19.497000 0.112000 
OGLE I 7600.585940 19.368000 0.082000 
OGLE I 7600.677860 19.552000 0.084000 
OGLE I 7601.741320 19.456000 0.084000 
OGLE I 7602.497410 19.426000 0.098000 
OGLE I 7602.542960 19.852000 0.133000 
OGLE I 7602.582270 19.631000 0.094000 
OGLE I 7602.677300 19.813000 0.099000 
OGLE I 7602.714620 19.344000 0.081000 
OGLE I 7602.754380 19.421000 0.092000 
OGLE I 7603.556910 19.411000 0.063000 
OGLE I 7603.680130 19.411000 0.059000 
OGLE I 7604.480050 19.383000 0.085000 
OGLE I 7604.520880 19.288000 0.079000 
OGLE I 7604.558230 19.487000 0.060000 
OGLE I 7604.636340 19.664000 0.081000 
OGLE I 7604.674770 19.466000 0.076000 
OGLE I 7604.712240 19.633000 0.082000 
OGLE I 7604.750460 19.619000 0.087000 
OGLE I 7605.487260 19.360000 0.066000 
OGLE I 7605.529510 19.759000 0.092000 
OGLE I 7605.581270 19.549000 0.079000 
OGLE I 7605.665970 19.590000 0.088000 
OGLE I 7605.740790 19.777000 0.108000 
OGLE I 7606.689470 19.536000 0.096000 
OGLE I 7606.740060 19.258000 0.107000 
OGLE I 7607.502380 19.667000 0.100000 
OGLE I 7608.488590 19.326000 0.076000 
OGLE I 7608.546770 19.611000 0.068000 
OGLE I 7608.619750 19.403000 0.054000 
OGLE I 7608.664080 19.774000 0.082000 
OGLE I 7608.708470 19.695000 0.089000 
OGLE I 7609.489570 19.950000 0.140000 
OGLE I 7609.533840 19.406000 0.085000 
OGLE I 7609.600450 19.358000 0.062000 
OGLE I 7609.693920 19.740000 0.113000 
OGLE I 7610.662530 19.388000 0.060000 
OGLE I 7611.523900 19.712000 0.125000 
OGLE I 7612.521570 19.505000 0.118000 
OGLE I 7612.637530 19.621000 0.132000 
OGLE I 7616.529440 19.265000 0.104000 
OGLE I 7616.675510 19.801000 0.114000 
OGLE I 7617.603840 19.353000 0.098000 
OGLE I 7617.647590 19.338000 0.081000 
OGLE I 7617.691340 19.608000 0.131000 
OGLE I 7618.473990 19.951000 0.180000 
OGLE I 7618.564610 19.401000 0.079000 
OGLE I 7618.693740 19.355000 0.098000 
OGLE I 7619.554880 19.562000 0.118000 
OGLE I 7621.486500 19.948000 0.137000 
OGLE I 7621.550260 19.905000 0.113000 
OGLE I 7621.600540 19.944000 0.127000 
OGLE I 7621.649750 19.464000 0.089000 
OGLE I 7621.696440 19.550000 0.122000 
OGLE I 7622.507530 19.549000 0.077000 
OGLE I 7622.556750 19.702000 0.086000 
OGLE I 7622.611100 19.759000 0.095000 
OGLE I 7622.664730 19.770000 0.086000 
OGLE I 7622.700710 19.888000 0.103000 
OGLE I 7623.532410 19.756000 0.096000 
OGLE I 7623.595760 19.503000 0.067000 
OGLE I 7623.639950 19.535000 0.077000 
OGLE I 7624.472320 19.716000 0.123000 
OGLE I 7624.519800 19.623000 0.081000 
OGLE I 7624.583480 19.504000 0.085000 
OGLE I 7624.678320 19.509000 0.083000 
OGLE I 7625.505000 19.731000 0.090000 
OGLE I 7625.576810 19.799000 0.091000 
OGLE I 7625.620670 19.617000 0.091000 
OGLE I 7625.674840 19.760000 0.118000 
OGLE I 7626.507630 19.578000 0.084000 
OGLE I 7626.561640 19.716000 0.103000 
OGLE I 7626.628250 19.641000 0.088000 
OGLE I 7626.672970 19.574000 0.084000 
OGLE I 7630.526770 19.649000 0.082000 
OGLE I 7630.571570 19.908000 0.111000 
OGLE I 7630.616120 19.724000 0.095000 
OGLE I 7631.518030 19.525000 0.064000 
OGLE I 7631.563130 19.655000 0.069000 
OGLE I 7631.607740 19.811000 0.075000 
OGLE I 7631.651290 19.706000 0.078000 
OGLE I 7632.517370 19.625000 0.074000 
OGLE I 7632.562320 19.511000 0.073000 
OGLE I 7632.607260 19.779000 0.092000 
OGLE I 7632.649960 19.510000 0.094000 
OGLE I 7633.574390 19.509000 0.108000 
OGLE I 7633.619830 19.823000 0.125000 
OGLE I 7634.505190 19.875000 0.164000 
OGLE I 7634.550750 19.662000 0.122000 
OGLE I 7635.476580 19.483000 0.113000 
OGLE I 7635.535730 19.647000 0.116000 
OGLE I 7635.587680 19.912000 0.126000 
OGLE I 7636.491260 20.197000 0.222000 
OGLE I 7636.543190 19.724000 0.129000 
OGLE I 7636.588360 20.104000 0.184000 
OGLE I 7636.630240 19.714000 0.108000 
OGLE I 7637.499770 19.750000 0.129000 
OGLE I 7637.548470 19.888000 0.111000 
OGLE I 7637.592320 19.601000 0.078000 
OGLE I 7637.634260 19.625000 0.108000 
OGLE I 7638.514950 20.050000 0.177000 
OGLE I 7639.473720 19.844000 0.180000 
OGLE I 7639.527990 19.414000 0.093000 
OGLE I 7639.582850 19.702000 0.081000 
OGLE I 7639.626730 19.692000 0.087000 
OGLE I 7643.574690 19.762000 0.211000 
OGLE I 7644.492910 19.567000 0.159000 
OGLE I 7644.530490 19.284000 0.114000 
OGLE I 7644.573540 19.934000 0.196000 
OGLE I 7645.472740 19.257000 0.129000 
OGLE I 7647.508770 19.251000 0.121000 
OGLE I 7648.519210 19.597000 0.124000 
OGLE I 7648.606450 19.762000 0.133000 
OGLE I 7649.513500 19.679000 0.087000 
OGLE I 7649.558400 19.860000 0.111000 
OGLE I 7649.602430 19.471000 0.084000 
OGLE I 7650.470220 19.861000 0.116000 
OGLE I 7651.524770 19.680000 0.095000 
OGLE I 7652.552700 19.729000 0.089000 
OGLE I 7653.589450 19.466000 0.072000 
OGLE I 7656.470920 20.231000 0.212000 
OGLE I 7657.577230 19.772000 0.100000 
OGLE I 7660.526210 19.661000 0.128000 
OGLE I 7662.471940 19.644000 0.141000 
OGLE I 7671.530010 19.723000 0.149000 
